precinct_id,registered_voters,contest_name,total_votes_cast,Malcolm Kenyatta - Election Day,Malcolm Kenyatta - Absentee,Malcolm Kenyatta - Provisional,Tim DeFoor - Election Day,Tim DeFoor - Absentee,Tim DeFoor - Provisional,Reece Smith - Election Day,Reece Smith - Absentee,Reece Smith - Provisional,Bob Goodrich - Election Day,Bob Goodrich - Absentee,Bob Goodrich - Provisional,Eric K. Anton - Election Day,Eric K. Anton - Absentee,Eric K. Anton - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Mt Lebanon Ward 4 Dist 7,938,Auditor General,795,249,237,2,152,95,1,9,6,0,7,1,0,3,0,0,1,0,0
Mt Lebanon Ward 5 Dist 1,600,Auditor General,515,159,139,5,145,44,0,3,2,0,2,0,0,0,0,0,1,0,0
Mt Lebanon Ward 5 Dist 2,449,Auditor General,315,108,80,2,72,29,2,4,2,0,1,2,0,0,0,0,0,1,0
Mt Lebanon Ward 5 Dist 3,606,Auditor General,499,182,128,3,105,51,2,5,0,0,6,0,0,1,0,0,0,0,0
Mt Lebanon Ward 5 Dist 4,635,Auditor General,539,212,122,1,140,42,2,8,0,0,1,1,0,0,0,0,0,0,0
Mt Lebanon Ward 5 Dist 5,642,Auditor General,558,212,137,2,113,64,2,8,1,0,1,0,0,1,0,0,0,0,0
Mt Lebanon Ward 5 Dist 6,473,Auditor General,407,160,100,1,94,30,2,3,1,0,1,0,0,1,0,0,2,0,0
Mt Lebanon Ward 5 Dist 7,842,Auditor General,710,262,209,3,148,53,1,9,4,0,1,0,0,0,0,0,1,0,0
Mt Lebanon Ward 5 Dist 8,955,Auditor General,739,288,215,8,144,43,4,8,1,0,4,0,0,0,0,0,2,0,0
Mt Oliver Dist 1,722,Auditor General,371,174,64,17,59,12,7,3,4,1,5,1,1,3,1,0,1,0,1
Mt Oliver Dist 2,782,Auditor General,440,202,78,8,73,28,4,8,2,1,3,2,0,4,1,0,0,0,0
Mt Oliver Dist 3,522,Auditor General,311,168,36,4,62,14,1,4,1,0,5,0,0,3,0,0,0,0,0
Mt Oliver Dist 4,307,Auditor General,197,88,35,5,43,8,1,5,1,0,2,1,0,0,0,0,0,0,0
Munhall Dist 1,472,Auditor General,295,95,67,5,91,16,0,4,1,0,0,0,0,2,1,0,2,0,0
Munhall Dist 2,520,Auditor General,327,146,67,7,51,10,2,7,1,0,5,3,0,0,0,0,2,0,0
Munhall Dist 3,523,Auditor General,324,204,42,7,51,3,1,1,0,0,1,1,0,0,2,0,0,0,1
Munhall Dist 4,414,Auditor General,272,134,52,6,38,16,1,5,0,0,1,1,0,2,3,0,0,0,1
Munhall Dist 5,759,Auditor General,588,222,96,9,175,34,3,9,3,0,6,1,0,1,0,0,0,0,0
Munhall Dist 6,724,Auditor General,595,187,101,3,200,33,2,9,1,0,11,1,0,2,1,0,1,0,0
Munhall Dist 7,1131,Auditor General,894,286,191,5,254,62,3,22,2,0,11,2,0,5,2,0,1,0,0
Munhall Dist 8,669,Auditor General,573,195,78,4,213,42,3,10,1,0,0,1,0,2,0,0,0,0,0
Munhall Dist 9,724,Auditor General,545,188,98,2,166,46,3,10,0,0,4,0,0,1,3,0,0,0,0
Munhall Dist 10,514,Auditor General,404,123,71,4,136,20,2,6,0,0,5,0,0,2,0,0,0,1,0
Munhall Dist 11,953,Auditor General,820,268,138,6,278,58,3,9,5,0,7,1,0,0,0,0,1,0,0
Munhall Dist 12,554,Auditor General,481,147,62,2,192,34,1,5,2,0,10,1,0,1,0,0,0,0,0
Neville Ward 1,263,Auditor General,192,63,16,0,85,10,0,1,3,0,0,2,0,0,1,0,1,0,0
Neville Ward 2,210,Auditor General,137,45,14,0,52,13,0,1,0,0,0,0,0,1,0,0,0,0,0
Neville Ward 3,261,Auditor General,218,74,38,3,69,12,0,6,1,1,3,0,0,0,0,0,0,0,0
N Braddock Ward 1 Dist 1,232,Auditor General,191,59,55,3,32,28,1,4,1,0,2,0,0,0,0,0,0,1,0
N Braddock Ward 1 Dist 2,479,Auditor General,338,159,48,4,67,29,1,5,0,0,3,0,1,4,1,0,0,0,0
N Braddock Ward 1 Dist 3,471,Auditor General,283,153,46,6,48,9,0,3,1,0,4,1,0,1,0,0,0,0,0
N Braddock Ward 2 Dist 1,444,Auditor General,235,134,35,4,35,4,0,3,0,1,2,1,0,5,0,0,1,0,0
N Braddock Ward 2 Dist 2,548,Auditor General,348,158,84,6,63,19,1,5,0,0,2,0,0,1,0,0,0,0,0
N Braddock Ward 3 Dist 1,419,Auditor General,218,135,48,7,8,3,1,2,0,0,1,0,0,1,0,0,0,0,0
N Braddock Ward 3 Dist 2,471,Auditor General,233,153,41,11,12,7,1,1,0,0,0,0,1,1,0,0,0,0,0
N Fayette Dist 1,2253,Auditor General,1885,310,368,6,786,292,7,23,9,1,8,3,0,3,2,0,0,0,0
N Fayette Dist 2,2567,Auditor General,1916,417,400,20,680,254,24,24,8,0,11,3,0,4,0,0,4,0,1
N Fayette Dist 3,2448,Auditor General,1914,400,399,12,705,268,16,22,8,0,11,2,1,3,1,1,1,0,0
N Fayette Dist 4,1242,Auditor General,892,142,169,14,394,96,18,12,1,0,6,0,0,4,1,1,0,0,0
N Fayette Dist 5,3294,Auditor General,2656,497,518,12,1068,386,13,34,9,0,10,10,0,2,2,0,2,1,0
N Versailles Ward 1 Dist 1,677,Auditor General,512,151,82,4,180,43,4,9,3,0,6,1,0,1,0,0,0,0,0
N Versailles Ward 1 Dist 2,646,Auditor General,525,179,73,1,215,20,3,6,1,0,5,2,0,1,0,0,0,0,0
N Versailles Ward 2 Dist 1,668,Auditor General,500,171,74,4,175,26,4,11,2,0,5,1,1,2,1,0,1,1,0
N Versailles Ward 2 Dist 2,206,Auditor General,148,46,43,2,41,9,0,0,1,0,0,0,0,0,0,0,0,0,0
N Versailles Ward 3 Dist 1,518,Auditor General,414,111,83,0,150,35,1,3,3,0,3,0,0,0,0,0,0,0,0
N Versailles Ward 3 Dist 2,617,Auditor General,460,101,106,9,157,42,2,8,1,0,3,1,0,1,0,0,0,1,0
N Versailles Ward 4 Dist 1,511,Auditor General,375,123,49,5,133,28,1,9,0,0,8,1,0,0,0,0,0,0,0
N Versailles Ward 4 Dist 2,418,Auditor General,321,106,36,1,120,34,1,3,2,0,6,2,0,1,1,0,0,0,0
N Versailles Ward 5 Dist 1,520,Auditor General,309,110,55,2,95,14,1,3,2,0,3,0,0,3,0,0,0,0,0
N Versailles Ward 5 Dist 2,370,Auditor General,213,72,43,2,66,13,3,0,0,0,2,0,0,1,0,0,0,0,0
N Versailles Ward 6 Dist 1,647,Auditor General,529,123,99,3,236,35,1,7,3,0,4,0,0,0,0,0,0,0,0
N Versailles Ward 6 Dist 2,549,Auditor General,457,104,87,1,182,37,3,9,0,0,5,4,0,1,0,0,0,0,0
N Versailles Ward 7,623,Auditor General,418,218,85,7,65,22,0,5,0,0,2,0,0,4,0,0,0,0,0
Oakdale Dist 1,615,Auditor General,506,174,58,1,210,27,2,5,1,0,5,4,0,1,0,0,0,0,0
Oakdale Dist 2,447,Auditor General,377,79,68,0,169,38,1,4,1,0,3,0,0,3,0,0,0,0,0
Oakmont Dist 1,869,Auditor General,749,254,139,4,224,78,2,9,3,0,2,1,0,4,0,0,0,1,0
Oakmont Dist 2,1079,Auditor General,899,231,205,2,277,127,2,3,3,0,1,3,0,0,0,0,0,0,0
Oakmont Dist 3,763,Auditor General,616,216,89,8,208,43,8,8,1,0,5,1,0,3,0,0,1,0,0
Oakmont Dist 4,874,Auditor General,736,256,125,3,221,67,1,16,1,1,3,0,0,1,0,0,0,0,0
Oakmont Dist 5,666,Auditor General,548,212,93,2,182,22,2,8,1,0,5,1,0,1,0,0,0,1,0
Oakmont Dist 6,1312,Auditor General,1092,279,261,3,326,139,2,13,3,1,10,4,0,2,1,0,1,0,0
O'Hara Ward 1 Dist 1,861,Auditor General,647,153,185,4,168,85,4,4,1,0,3,1,0,1,1,0,1,0,0
O'Hara Ward 1 Dist 2,651,Auditor General,540,169,107,1,166,50,6,11,2,0,2,0,0,1,0,0,1,0,0
O'Hara Ward 2 Dist 1,630,Auditor General,544,197,121,0,150,43,1,8,1,0,3,3,0,2,0,0,1,0,0
O'Hara Ward 2 Dist 2,940,Auditor General,784,213,195,0,226,99,0,10,3,0,7,0,0,2,0,0,2,1,0
O'Hara Ward 3 Dist 1,868,Auditor General,745,245,169,4,210,68,1,9,2,0,4,2,0,1,0,0,0,0,0
O'Hara Ward 3 Dist 2,553,Auditor General,466,135,69,0,189,35,0,6,3,0,2,2,0,1,1,0,0,0,0
O'Hara Ward 4 Dist 1,844,Auditor General,682,199,204,4,156,67,2,7,0,0,5,0,0,1,2,0,0,0,0
O'Hara Ward 4 Dist 2,620,Auditor General,543,192,159,3,108,53,0,4,3,0,2,0,0,0,0,0,0,0,0
O'Hara Ward 5 Dist 1,772,Auditor General,670,180,171,4,189,76,3,8,4,0,1,2,1,1,0,0,0,0,0
O'Hara Ward 5 Dist 2,919,Auditor General,780,243,210,3,187,78,2,15,6,0,1,1,0,0,0,0,0,0,0
Ohio Dist 1,1704,Auditor General,1466,320,316,6,559,175,7,17,8,1,3,2,0,1,0,0,3,0,0
Ohio Dist 2,1840,Auditor General,1619,330,386,5,552,251,2,12,6,0,14,1,0,1,0,0,0,0,0
Ohio Dist 3,2162,Auditor General,1789,493,384,5,566,229,5,25,9,0,8,0,0,4,0,0,1,0,0
Glen Osborne,478,Auditor General,399,135,73,0,136,34,0,7,1,0,1,0,0,0,0,0,0,0,0
Penn Hills Ward 1 Dist 1,707,Auditor General,479,246,177,9,25,7,2,2,1,0,1,0,0,1,1,0,0,0,0
Penn Hills Ward 1 Dist 2,736,Auditor General,524,273,176,10,26,15,1,3,1,0,3,1,0,1,0,0,0,0,0
Penn Hills Ward 1 Dist 3,479,Auditor General,301,174,93,9,12,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Penn Hills Ward 1 Dist 4,338,Auditor General,203,113,64,5,9,2,0,1,2,0,0,1,0,0,0,0,0,0,0
Penn Hills Ward 1 Dist 5,192,Auditor General,118,73,38,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Penn Hills Ward 2 Dist 1,695,Auditor General,473,237,159,6,26,21,0,5,0,0,0,0,0,3,2,0,2,1,0
Penn Hills Ward 2 Dist 2,768,Auditor General,484,271,135,7,28,10,2,3,0,0,2,0,0,1,0,0,1,0,0
Penn Hills Ward 2 Dist 3,898,Auditor General,628,343,158,9,61,24,1,5,1,1,4,0,0,2,1,0,0,0,0
Penn Hills Ward 2 Dist 4,591,Auditor General,479,226,158,3,51,16,0,5,0,0,0,2,0,5,0,0,1,0,0
Penn Hills Ward 3 Dist 1,768,Auditor General,601,205,160,4,123,58,4,6,1,0,5,3,0,1,0,0,2,0,0
Penn Hills Ward 3 Dist 2,499,Auditor General,392,205,90,5,43,23,0,1,3,1,5,3,0,3,0,0,2,1,0
Penn Hills Ward 3 Dist 3,634,Auditor General,470,191,162,5,49,32,0,5,2,0,1,0,0,1,0,0,0,0,0
Penn Hills Ward 3 Dist 4,824,Auditor General,589,241,188,5,82,42,0,7,4,0,1,1,0,0,0,0,0,1,0
Penn Hills Ward 3 Dist 5,448,Auditor General,299,156,63,7,29,20,2,6,0,0,2,0,0,2,0,0,0,0,1
Penn Hills Ward 3 Dist 6,470,Auditor General,328,141,65,3,74,18,0,5,2,0,2,0,0,1,0,0,0,0,0
Penn Hills Ward 4 Dist 1,565,Auditor General,438,194,121,0,60,24,1,11,0,0,3,2,0,1,0,1,0,0,0
Penn Hills Ward 4 Dist 2,721,Auditor General,545,239,139,6,88,28,0,15,3,0,0,0,0,4,0,0,0,0,0
Penn Hills Ward 4 Dist 3,751,Auditor General,571,219,149,7,120,40,4,9,2,0,2,0,0,2,0,1,1,0,0
Penn Hills Ward 4 Dist 4,638,Auditor General,479,200,133,12,78,30,4,2,1,0,2,1,0,3,2,0,0,0,0
Penn Hills Ward 4 Dist 5,640,Auditor General,474,196,130,9,87,24,2,6,0,0,2,0,0,0,0,0,1,0,0
Penn Hills Ward 5 Dist 1,703,Auditor General,502,226,116,14,88,34,2,5,0,1,2,2,0,1,0,0,1,1,0
Penn Hills Ward 5 Dist 2,614,Auditor General,426,193,100,6,77,25,2,3,1,0,3,0,0,0,0,0,0,0,0
Penn Hills Ward 5 Dist 3,684,Auditor General,539,214,123,14,122,36,1,3,1,0,1,1,0,1,0,0,0,0,0
Penn Hills Ward 5 Dist 4,613,Auditor General,501,164,133,6,105,55,4,6,1,0,7,0,0,0,1,0,1,0,0
Penn Hills Ward 5 Dist 5,542,Auditor General,436,187,113,4,85,20,1,7,2,0,3,1,0,1,0,0,0,0,0
Penn Hills Ward 5 Dist 6,739,Auditor General,562,206,135,12,126,47,2,9,2,0,2,0,0,1,0,0,0,0,0
Penn Hills Ward 6 Dist 1,562,Auditor General,413,157,73,7,119,25,0,4,2,0,5,2,0,2,0,0,0,1,0
Penn Hills Ward 6 Dist 2,670,Auditor General,500,256,98,3,78,30,2,4,4,0,3,0,0,2,2,0,1,1,0
Penn Hills Ward 6 Dist 3,521,Auditor General,405,196,97,2,66,24,0,3,0,0,3,1,0,1,0,0,0,0,0
Penn Hills Ward 6 Dist 4,579,Auditor General,380,204,99,2,42,11,0,6,0,0,0,1,0,2,0,0,0,0,0
Penn Hills Ward 6 Dist 5,608,Auditor General,442,206,124,9,54,25,0,6,1,0,5,0,0,1,0,0,1,0,0
Penn Hills Ward 6 Dist 6,549,Auditor General,420,176,95,3,75,36,1,5,1,0,7,0,0,0,1,0,1,0,0
Penn Hills Ward 7 Dist 1,648,Auditor General,496,247,129,3,71,18,0,5,0,0,1,0,0,3,0,0,0,0,0
Penn Hills Ward 7 Dist 2,683,Auditor General,486,124,121,7,127,50,4,7,2,0,6,2,0,4,1,0,1,0,0
Penn Hills Ward 7 Dist 3,896,Auditor General,674,283,177,8,116,50,1,11,2,0,5,0,0,0,0,0,1,0,0
Penn Hills Ward 7 Dist 4,609,Auditor General,480,143,120,4,138,30,0,5,3,0,4,2,0,1,0,0,1,0,0
Penn Hills Ward 7 Dist 5,741,Auditor General,584,241,117,3,119,44,1,7,10,0,9,5,0,0,0,0,2,0,0
Penn Hills Ward 7 Dist 6,715,Auditor General,533,226,119,7,110,24,1,12,0,0,4,1,1,1,0,0,0,0,0
Penn Hills Ward 7 Dist 7,722,Auditor General,517,140,122,10,161,43,5,3,4,0,5,2,0,1,0,0,0,0,0
Penn Hills Ward 8 Dist 1,637,Auditor General,519,146,121,5,144,67,1,4,1,1,6,3,0,1,0,0,0,0,0
Penn Hills Ward 8 Dist 2,579,Auditor General,483,165,77,4,166,27,4,8,2,0,6,1,0,2,0,0,0,0,0
Penn Hills Ward 8 Dist 3,546,Auditor General,452,143,78,2,142,50,1,11,1,0,4,0,1,1,0,0,0,0,0
Penn Hills Ward 8 Dist 4,613,Auditor General,515,155,132,3,142,48,3,5,1,1,2,0,0,0,0,0,1,0,0
Penn Hills Ward 8 Dist 5,953,Auditor General,751,215,192,10,191,82,5,13,4,0,7,3,1,1,1,0,0,0,0
Penn Hills Ward 8 Dist 6,484,Auditor General,401,117,91,1,123,43,1,4,1,0,1,0,0,2,1,0,0,0,0
Penn Hills Ward 9 Dist 1,519,Auditor General,453,163,83,4,134,37,1,5,3,0,3,0,0,2,0,0,0,0,0
Penn Hills Ward 9 Dist 2,593,Auditor General,476,136,107,4,143,32,2,9,3,1,3,0,0,4,0,0,1,0,0
Penn Hills Ward 9 Dist 3,929,Auditor General,751,248,152,9,206,52,5,9,5,0,8,3,0,1,0,0,0,0,0
Penn Hills Ward 9 Dist 4,627,Auditor General,520,177,106,2,156,41,2,8,1,0,7,2,0,1,0,0,0,0,0
Penn Hills Ward 9 Dist 5,311,Auditor General,203,94,66,8,17,2,0,4,1,0,1,1,0,2,0,0,0,1,0
Pine Dist 1,1568,Auditor General,1299,218,292,8,425,264,7,10,9,1,5,1,1,0,0,0,3,0,0
Pine Dist 2,1419,Auditor General,1199,187,289,4,406,253,5,4,2,0,3,1,0,2,1,0,0,0,0
Pine Dist 3,1406,Auditor General,1212,177,224,3,456,265,5,13,7,0,6,1,0,0,0,0,0,0,0
Pine Dist 4,1518,Auditor General,1289,285,249,2,448,237,1,14,1,0,5,1,1,2,1,0,1,1,0
Pine Dist 5,2030,Auditor General,1594,314,321,6,560,296,6,21,6,0,3,3,0,2,2,0,4,1,0
Pine Dist 6,1075,Auditor General,934,185,167,6,367,161,3,10,2,0,3,2,0,0,1,0,0,0,0
Pine Dist 7,1564,Auditor General,1298,289,285,4,453,182,4,16,7,0,1,0,0,1,0,0,1,1,0
Pine Dist 8,1109,Auditor General,930,149,179,2,363,195,1,10,2,0,3,2,0,1,0,0,0,1,0
Pitcairn Dist 1,869,Auditor General,566,234,84,5,159,32,3,8,0,0,4,2,0,2,1,0,1,0,0
Pitcairn Dist 2,450,Auditor General,238,106,24,4,75,13,0,3,2,0,4,0,0,1,0,0,0,0,0
Pitcairn Dist 3,629,Auditor General,484,162,54,0,175,40,0,8,0,0,8,2,0,3,0,0,1,0,0
Pittsburgh Ward 1 Dist 1,3874,Auditor General,1407,638,309,33,200,85,9,15,8,6,4,7,2,2,0,0,2,0,0
Pittsburgh Ward 1 Dist 2,572,Auditor General,332,163,96,5,30,10,2,5,0,0,2,0,0,2,0,0,0,1,0
Pittsburgh Ward 2 Dist 1,2738,Auditor General,1602,556,520,30,237,134,10,22,10,0,2,6,0,0,1,0,1,0,0
Pittsburgh Ward 2 Dist 2,2221,Auditor General,1512,446,451,20,333,169,9,9,6,2,0,0,0,1,2,0,1,2,0
Pittsburgh Ward 3 Dist 1,237,Auditor General,148,84,39,2,3,5,0,1,1,0,2,0,0,2,0,0,1,0,0
Pittsburgh Ward 3 Dist 2,607,Auditor General,401,237,113,4,12,5,0,0,0,0,3,1,1,3,1,1,0,0,0
Pittsburgh Ward 3 Dist 3,358,Auditor General,223,125,78,3,2,3,0,0,0,0,3,0,1,0,0,0,0,0,0
Pittsburgh Ward 3 Dist 4,571,Auditor General,300,151,79,8,20,15,0,5,1,0,2,0,0,0,0,0,0,1,0
Pittsburgh Ward 3 Dist 5,569,Auditor General,295,169,77,12,11,8,1,3,1,0,2,0,0,0,0,0,1,1,0
Pittsburgh Ward 4 Dist 1,217,Auditor General,86,45,14,10,2,2,0,0,1,0,0,0,0,0,1,0,2,0,0
Pittsburgh Ward 4 Dist 2,787,Auditor General,424,213,110,12,48,9,4,7,1,0,2,0,0,0,2,0,1,0,1
Pittsburgh Ward 4 Dist 3,318,Auditor General,185,93,48,8,12,1,1,1,0,0,0,0,1,0,0,0,0,1,0
Pittsburgh Ward 4 Dist 4,230,Auditor General,123,83,24,0,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 4 Dist 5,1179,Auditor General,633,364,96,21,86,6,7,4,1,0,2,0,0,1,0,0,1,0,0
Pittsburgh Ward 4 Dist 6,698,Auditor General,324,177,73,2,41,5,0,3,1,0,1,2,0,0,0,0,1,0,0
Pittsburgh Ward 4 Dist 7,2252,Auditor General,1042,572,219,14,112,45,3,6,0,1,3,2,0,0,3,0,1,0,0
Pittsburgh Ward 4 Dist 8,2646,Auditor General,1185,745,141,43,150,16,5,12,1,0,3,0,0,1,0,0,2,1,0
Pittsburgh Ward 4 Dist 9,997,Auditor General,545,236,167,15,48,27,4,4,0,0,2,0,0,0,0,1,0,0,0
Pittsburgh Ward 4 Dist 10,620,Auditor General,306,175,82,0,19,11,1,3,1,0,0,1,0,1,0,0,0,0,0
Pittsburgh Ward 4 Dist 11,628,Auditor General,466,169,183,4,50,41,0,1,0,0,1,0,0,0,0,0,0,1,0
Pittsburgh Ward 4 Dist 12,717,Auditor General,412,167,151,2,45,13,0,3,0,1,1,0,0,5,0,0,1,0,0
Pittsburgh Ward 4 Dist 13,810,Auditor General,463,276,93,8,41,8,0,2,1,0,0,0,0,1,1,0,0,0,0
Pittsburgh Ward 4 Dist 14,1632,Auditor General,849,533,145,7,96,10,1,7,3,0,3,0,0,0,1,0,4,0,0
Pittsburgh Ward 4 Dist 15,1106,Auditor General,597,343,111,11,77,11,5,7,2,0,0,0,0,0,0,0,2,1,0
Pittsburgh Ward 4 Dist 16,1649,Auditor General,875,523,156,17,97,17,1,14,3,1,2,0,1,0,0,0,3,0,0
Pittsburgh Ward 4 Dist 17,736,Auditor General,459,256,104,5,55,8,2,3,1,1,3,0,1,1,0,0,0,0,0
Pittsburgh Ward 4 Dist 18,805,Auditor General,425,229,83,17,42,12,8,9,2,0,3,0,0,1,0,0,1,0,0
Pittsburgh Ward 4 Dist 19,351,Auditor General,174,102,35,1,19,3,0,0,1,0,0,0,1,0,0,0,0,1,0
Pittsburgh Ward 5 Dist 1,293,Auditor General,155,117,24,1,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0
Pittsburgh Ward 5 Dist 2,364,Auditor General,198,129,45,7,1,0,1,4,0,0,0,0,0,2,0,1,1,0,0
Pittsburgh Ward 5 Dist 3,133,Auditor General,98,61,25,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 5 Dist 4,278,Auditor General,147,89,42,3,5,0,1,3,0,0,1,0,1,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 5,176,Auditor General,104,67,22,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 5 Dist 6,583,Auditor General,220,134,40,16,7,1,0,4,0,0,4,1,1,1,0,0,0,0,0
Pittsburgh Ward 5 Dist 7,372,Auditor General,236,155,60,3,4,5,0,1,0,1,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 8,423,Auditor General,287,160,91,3,12,7,1,4,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 9,1150,Auditor General,641,292,189,12,59,24,2,13,7,0,2,0,0,2,1,0,1,0,0
Pittsburgh Ward 5 Dist 10,457,Auditor General,286,186,58,11,10,2,0,4,0,0,1,1,0,0,0,0,2,0,0
Pittsburgh Ward 5 Dist 11,624,Auditor General,425,246,88,13,30,9,4,6,1,0,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 12,333,Auditor General,193,126,48,5,2,2,0,2,0,0,0,0,0,1,0,0,0,1,0
Pittsburgh Ward 5 Dist 13,270,Auditor General,152,102,28,5,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 14,233,Auditor General,129,72,41,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 15,279,Auditor General,153,108,23,2,2,5,0,4,0,0,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 16,197,Auditor General,101,75,16,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 5 Dist 17,304,Auditor General,188,111,47,5,8,4,1,2,0,1,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 18,74,Auditor General,40,20,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 6 Dist 1,1742,Auditor General,1309,547,373,13,203,79,2,21,6,1,2,2,0,2,0,0,0,0,0
Pittsburgh Ward 6 Dist 2,594,Auditor General,415,189,117,2,64,17,2,3,1,0,0,1,0,1,0,0,0,0,0
Pittsburgh Ward 6 Dist 3,764,Auditor General,536,287,135,3,68,12,4,8,0,0,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 6 Dist 4,546,Auditor General,414,212,96,0,53,28,0,4,1,0,1,0,0,1,1,0,0,0,0
Pittsburgh Ward 6 Dist 5,503,Auditor General,359,196,88,6,35,17,1,5,0,1,0,1,0,1,0,0,0,0,0
Pittsburgh Ward 7 Dist 1,904,Auditor General,583,291,111,7,75,27,4,7,1,0,2,0,0,4,0,0,1,0,0
Pittsburgh Ward 7 Dist 2,1143,Auditor General,797,297,230,6,150,53,2,3,2,0,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 7 Dist 3,786,Auditor General,468,214,168,3,33,15,0,6,3,0,3,0,0,1,0,0,1,0,0
Pittsburgh Ward 7 Dist 4,1095,Auditor General,653,315,179,13,68,30,1,3,0,0,1,0,0,2,0,0,0,1,0
Pittsburgh Ward 7 Dist 5,864,Auditor General,481,230,126,5,54,13,2,7,1,0,3,1,0,0,0,0,0,0,0
Pittsburgh Ward 7 Dist 6,773,Auditor General,498,241,145,2,53,20,3,6,2,0,0,1,0,3,0,0,0,0,0
Pittsburgh Ward 7 Dist 7,839,Auditor General,501,218,152,10,63,20,3,4,3,1,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 7 Dist 8,832,Auditor General,499,247,121,7,62,22,2,10,1,0,0,0,0,0,2,0,0,1,0
Pittsburgh Ward 7 Dist 9,837,Auditor General,549,273,161,4,56,18,0,5,3,1,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 7 Dist 10,1121,Auditor General,731,317,224,6,85,36,1,8,5,1,3,0,0,1,0,0,2,2,0
Pittsburgh Ward 7 Dist 11,1259,Auditor General,776,358,253,2,79,33,0,8,3,0,1,0,0,0,1,0,0,0,0
Pittsburgh Ward 7 Dist 12,1230,Auditor General,779,309,271,10,86,40,0,6,1,0,2,0,0,3,0,0,0,1,0
Pittsburgh Ward 7 Dist 13,616,Auditor General,344,171,90,3,32,11,0,5,1,0,0,0,0,1,1,0,0,0,0
Pittsburgh Ward 7 Dist 14,521,Auditor General,350,146,96,2,58,21,2,2,0,0,1,0,0,0,1,0,4,0,0
Pittsburgh Ward 8 Dist 1,380,Auditor General,274,137,56,2,47,12,1,3,3,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 8 Dist 2,634,Auditor General,483,242,109,6,79,21,1,6,1,0,3,0,0,1,1,0,2,1,0
Pittsburgh Ward 8 Dist 3,858,Auditor General,560,286,129,4,88,19,2,4,3,0,4,1,0,0,1,0,2,0,0
Pittsburgh Ward 8 Dist 4,831,Auditor General,534,235,147,5,77,21,1,5,4,1,3,0,0,0,1,0,0,0,0
Pittsburgh Ward 8 Dist 5,610,Auditor General,457,235,114,4,62,13,1,5,0,0,1,0,1,1,0,0,0,0,0
Pittsburgh Ward 8 Dist 6,435,Auditor General,311,151,83,3,43,11,0,4,0,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 8 Dist 7,817,Auditor General,531,300,142,8,32,18,0,5,1,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 8 Dist 8,638,Auditor General,454,214,155,3,42,13,0,6,1,0,3,1,0,0,0,0,0,0,0
Pittsburgh Ward 8 Dist 9,878,Auditor General,517,284,142,9,38,8,0,9,1,0,2,0,1,1,0,0,0,1,0
Pittsburgh Ward 8 Dist 10,694,Auditor General,475,275,131,4,37,11,0,3,1,0,0,0,0,2,0,0,1,0,0
Pittsburgh Ward 8 Dist 11,737,Auditor General,454,229,117,9,55,10,1,5,1,0,0,1,0,1,0,0,0,0,0
Pittsburgh Ward 8 Dist 12,629,Auditor General,437,262,101,8,26,12,1,2,1,0,2,1,0,1,0,0,0,1,0
Pittsburgh Ward 8 Dist 13,540,Auditor General,297,178,80,6,15,3,0,2,0,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 9 Dist 1,651,Auditor General,452,205,118,7,65,22,1,6,1,1,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 9 Dist 2,658,Auditor General,494,219,127,5,78,26,2,7,4,0,2,0,0,4,0,0,1,0,0
Pittsburgh Ward 9 Dist 3,699,Auditor General,503,230,142,5,74,22,3,4,0,1,3,1,0,1,1,0,0,1,0
Pittsburgh Ward 9 Dist 4,634,Auditor General,451,213,119,4,61,24,0,4,5,0,1,0,0,1,1,0,0,0,0
