precinct_id,registered_voters,contest_name,total_votes_cast,Malcolm Kenyatta - Election Day,Malcolm Kenyatta - Absentee,Malcolm Kenyatta - Provisional,Tim DeFoor - Election Day,Tim DeFoor - Absentee,Tim DeFoor - Provisional,Reece Smith - Election Day,Reece Smith - Absentee,Reece Smith - Provisional,Bob Goodrich - Election Day,Bob Goodrich - Absentee,Bob Goodrich - Provisional,Eric K. Anton - Election Day,Eric K. Anton - Absentee,Eric K. Anton - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Aleppo,1363,Auditor General,1128,264,243,6,367,177,7,13,4,0,2,0,0,2,0,0,0,0,0
Aspinwall Dist 1,855,Auditor General,730,311,125,7,214,30,0,16,3,0,5,0,1,0,0,0,0,0,0
Aspinwall Dist 2,582,Auditor General,472,200,84,8,120,15,1,8,3,0,6,0,0,1,1,0,0,1,0
Aspinwall Dist 3,827,Auditor General,698,318,123,8,159,44,2,8,1,0,2,0,0,1,0,0,1,0,0
Avalon Ward 1,1115,Auditor General,849,375,157,16,191,40,5,15,4,1,8,3,0,5,0,0,3,0,0
Avalon Ward 2 Dist 1,712,Auditor General,554,233,95,6,135,35,3,17,2,0,10,0,0,0,0,0,0,0,0
Avalon Ward 2 Dist 2,472,Auditor General,369,142,82,8,85,34,0,10,0,0,0,0,0,0,0,0,0,0,0
Avalon Ward 3 Dist 1,335,Auditor General,281,98,62,0,75,22,1,4,1,0,3,1,0,1,1,0,1,0,0
Avalon Ward 3 Dist 2,459,Auditor General,356,112,101,4,81,24,1,8,3,0,4,1,0,3,0,0,0,0,0
Avalon Ward 3 Dist 3,517,Auditor General,377,153,91,3,74,33,2,6,1,0,3,1,0,0,0,0,0,0,0
Baldwin Br Dist 1,613,Auditor General,505,147,102,3,174,49,0,4,4,0,2,1,0,1,0,0,0,0,0
Baldwin Br Dist 2,1041,Auditor General,881,246,205,0,280,76,1,11,5,0,7,3,0,1,0,0,1,1,0
Baldwin Br Dist 3,857,Auditor General,713,253,127,4,224,49,2,16,4,0,3,1,0,1,1,0,1,0,0
Baldwin Br Dist 4,798,Auditor General,671,173,106,5,254,61,2,15,5,0,4,5,1,3,2,0,0,0,0
Baldwin Br Dist 5,840,Auditor General,690,203,116,6,235,63,4,10,4,0,7,0,1,3,1,0,0,0,0
Baldwin Br Dist 6,743,Auditor General,616,143,124,4,236,61,3,12,1,0,3,2,1,2,0,0,0,0,0
Baldwin Br Dist 7,833,Auditor General,705,201,140,3,240,67,2,14,2,0,6,1,0,1,0,0,0,0,1
Baldwin Br Dist 8,729,Auditor General,631,157,119,1,218,67,2,11,5,0,5,0,0,0,0,1,0,0,0
Baldwin Br Dist 9,776,Auditor General,636,168,147,5,195,52,5,11,3,1,13,2,0,2,0,1,0,1,0
Baldwin Br Dist 10,1029,Auditor General,637,212,116,10,166,59,8,10,1,1,8,2,0,5,3,1,0,0,0
Baldwin Br Dist 11,1308,Auditor General,826,294,183,26,186,54,7,7,6,1,11,3,0,2,2,0,3,0,0
Baldwin Br Dist 12,660,Auditor General,565,168,95,2,203,47,0,9,0,1,5,0,1,1,1,0,1,0,0
Baldwin Br Dist 13,685,Auditor General,605,175,84,3,236,58,2,10,0,1,5,0,0,6,1,0,0,0,0
Baldwin Br Dist 14,614,Auditor General,520,161,72,1,191,60,2,5,1,0,5,2,0,0,0,0,0,1,0
Baldwin Br Dist 15,806,Auditor General,705,185,143,2,264,64,2,12,2,0,2,3,0,1,1,0,0,0,0
Baldwin Br Dist 16,916,Auditor General,741,246,126,2,258,68,2,3,1,0,3,2,1,1,0,0,1,0,0
Baldwin Br Dist 17,678,Auditor General,564,163,101,6,181,68,2,8,4,0,2,2,0,2,0,0,0,0,0
Baldwin Br Dist 18,972,Auditor General,820,216,174,10,262,77,4,14,3,0,4,0,0,3,0,0,0,1,0
Baldwin Tp Dist 1,809,Auditor General,696,241,119,2,246,46,0,9,1,0,5,0,0,2,0,0,0,0,0
Baldwin Tp Dist 2,762,Auditor General,625,207,103,2,224,39,3,13,1,0,3,3,0,2,0,0,0,0,0
Bell Acres,1188,Auditor General,991,257,163,3,402,114,1,9,3,0,7,3,0,4,1,0,0,0,0
Bellevue Ward 1 Dist 1,973,Auditor General,717,271,166,9,179,42,2,16,3,1,5,2,0,0,1,0,0,0,0
Bellevue Ward 1 Dist 2,984,Auditor General,743,326,162,6,161,37,2,15,1,0,7,1,0,4,1,0,0,0,0
Bellevue Ward 2 Dist 1,1092,Auditor General,788,338,149,9,189,47,3,9,6,1,7,2,0,4,0,0,0,1,0
Bellevue Ward 2 Dist 2,989,Auditor General,738,295,145,10,176,42,3,21,3,0,7,1,0,4,0,1,1,0,1
Bellevue Ward 3 Dist 1,1048,Auditor General,786,324,166,8,170,41,1,18,5,1,5,0,0,4,2,0,3,0,0
Bellevue Ward 3 Dist 2,981,Auditor General,761,286,135,12,212,51,2,15,4,1,9,3,1,5,0,0,1,0,0
Ben Avon Dist 1,496,Auditor General,428,205,85,0,96,18,0,5,2,0,2,1,0,2,0,0,2,0,0
Ben Avon Dist 2,994,Auditor General,841,353,144,5,230,60,1,20,5,0,0,1,0,0,0,0,1,1,0
Ben Avon Ht,341,Auditor General,298,100,47,0,100,33,1,3,0,0,3,3,0,0,0,0,0,0,0
Bethel Park Ward 1 Dist 1,869,Auditor General,719,149,170,1,285,70,1,7,2,0,6,1,0,2,0,0,1,1,0
Bethel Park Ward 1 Dist 2,801,Auditor General,672,196,143,4,219,53,0,16,4,0,7,3,0,1,1,0,0,0,0
Bethel Park Ward 1 Dist 3,840,Auditor General,707,182,124,4,258,88,2,9,2,0,1,3,0,2,0,0,0,1,0
Bethel Park Ward 2 Dist 1,748,Auditor General,636,150,108,1,267,63,0,10,2,0,2,1,0,2,0,0,0,1,0
Bethel Park Ward 2 Dist 2,939,Auditor General,808,199,149,4,288,108,7,12,1,0,2,0,0,1,0,0,0,0,0
Bethel Park Ward 2 Dist 3,1099,Auditor General,940,193,192,2,374,122,1,14,4,0,3,0,0,1,0,0,0,0,0
Bethel Park Ward 3 Dist 1,791,Auditor General,686,160,107,4,278,99,2,11,0,0,1,0,0,1,0,0,1,0,0
Bethel Park Ward 3 Dist 2,1100,Auditor General,961,197,210,6,353,127,2,10,2,1,6,2,0,1,0,0,1,0,0
Bethel Park Ward 3 Dist 3,1055,Auditor General,926,200,180,6,352,129,4,9,1,0,5,1,0,0,0,0,0,0,0
Bethel Park Ward 4 Dist 1,1351,Auditor General,1170,258,224,5,440,166,5,11,5,0,8,3,0,5,1,0,2,0,0
Bethel Park Ward 4 Dist 2,808,Auditor General,687,177,145,3,219,90,6,7,7,1,3,3,0,1,0,0,0,1,0
Bethel Park Ward 4 Dist 3,878,Auditor General,727,189,143,5,248,101,3,8,0,0,4,1,0,0,0,0,1,0,0
Bethel Park Ward 5 Dist 1,712,Auditor General,590,129,92,0,229,85,3,10,3,0,6,0,0,1,1,0,0,0,0
Bethel Park Ward 5 Dist 2,653,Auditor General,537,154,84,3,207,53,1,6,2,0,5,2,0,3,0,0,1,0,0
Bethel Park Ward 5 Dist 3,1481,Auditor General,1189,269,332,4,332,174,3,15,7,0,7,1,1,2,2,0,1,0,0
Bethel Park Ward 6 Dist 1,1285,Auditor General,1102,245,195,6,434,165,1,9,5,0,2,1,0,1,0,0,0,0,0
Bethel Park Ward 6 Dist 2,945,Auditor General,821,224,153,1,302,100,4,2,1,0,3,0,0,0,0,0,2,0,0
Bethel Park Ward 6 Dist 3,908,Auditor General,753,173,155,4,275,100,2,7,3,0,6,1,0,1,0,0,1,0,0
Bethel Park Ward 7 Dist 1,1182,Auditor General,1023,258,171,6,380,144,3,17,2,0,5,2,0,4,0,0,1,0,0
Bethel Park Ward 7 Dist 2,1286,Auditor General,1035,244,234,6,344,147,3,18,2,1,3,0,0,0,0,0,2,0,0
Bethel Park Ward 7 Dist 3,760,Auditor General,649,146,150,0,237,70,3,12,2,0,3,1,0,1,0,0,0,1,0
Bethel Park Ward 8 Dist 1,556,Auditor General,470,135,75,0,165,63,0,6,2,0,4,0,0,1,0,0,0,0,0
Bethel Park Ward 8 Dist 2,526,Auditor General,394,122,101,3,84,47,1,6,2,1,2,1,0,2,0,0,0,0,0
Bethel Park Ward 8 Dist 3,1322,Auditor General,1134,267,241,2,421,123,2,19,3,0,12,2,0,1,1,0,1,0,0
Bethel Park Ward 8 Dist 4,468,Auditor General,404,113,83,0,141,42,5,2,1,0,4,0,0,0,0,0,0,0,0
Bethel Park Ward 9 Dist 1,594,Auditor General,513,160,74,3,181,55,3,7,2,0,2,2,0,1,0,0,1,0,0
Bethel Park Ward 9 Dist 2,750,Auditor General,614,187,119,2,206,51,2,9,4,0,2,1,0,2,2,0,3,0,0
Bethel Park Ward 9 Dist 3,1398,Auditor General,1191,278,249,3,427,173,5,15,4,0,7,3,0,1,0,0,0,0,0
Blawnox,1010,Auditor General,791,264,158,11,233,55,4,20,0,0,5,2,0,2,2,1,1,1,0
Brackenridge Ward 1,481,Auditor General,331,117,31,0,132,25,3,5,1,0,3,1,0,0,0,0,0,0,0
Brackenridge Ward 2,800,Auditor General,633,178,90,2,246,45,1,16,4,0,3,8,0,4,0,0,0,0,0
Brackenridge Ward 3,683,Auditor General,484,124,61,2,229,28,2,15,2,0,7,1,0,2,0,0,0,0,0
Braddock Ward 1,440,Auditor General,241,136,54,12,13,3,2,4,0,0,4,1,1,2,0,0,0,0,0
Braddock Ward 2,607,Auditor General,355,218,74,10,23,11,0,3,0,0,2,1,0,1,1,0,0,0,0
Braddock Ward 3,461,Auditor General,220,152,34,2,16,2,0,4,0,0,1,1,1,1,0,0,0,0,0
Braddock Hl Dist 1,798,Auditor General,532,220,142,7,97,26,3,8,2,0,3,2,0,1,0,0,0,0,0
Braddock Hl Dist 2,525,Auditor General,439,191,84,7,98,27,1,6,1,1,2,1,0,0,0,0,0,0,0
Bradford Woods,1021,Auditor General,873,198,165,5,338,122,0,9,0,0,4,0,0,0,0,0,0,0,0
Brentwood Dist 1,547,Auditor General,455,159,78,1,145,25,1,12,3,0,7,0,0,1,0,0,0,0,0
Brentwood Dist 2,767,Auditor General,574,187,105,4,194,39,3,16,3,0,4,0,0,1,1,0,2,0,0
Brentwood Dist 3,650,Auditor General,509,175,81,1,174,30,1,23,0,0,6,0,0,1,0,0,1,0,0
Brentwood Dist 4,806,Auditor General,637,188,120,10,202,50,0,13,1,2,6,5,0,1,1,0,1,0,0
Brentwood Dist 5,735,Auditor General,506,227,81,4,118,28,4,10,3,0,5,0,0,4,1,0,1,0,0
Brentwood Dist 6,672,Auditor General,478,176,104,10,109,30,6,3,3,0,4,3,0,1,1,0,1,0,0
Brentwood Dist 7,772,Auditor General,578,194,109,11,162,47,1,12,2,0,11,0,0,0,0,0,1,0,0
Brentwood Dist 8,728,Auditor General,598,183,116,4,197,57,2,5,3,0,2,3,1,1,0,0,1,1,0
Brentwood Dist 9,600,Auditor General,496,153,111,3,153,36,2,10,0,0,2,0,0,2,0,0,0,0,0
Brentwood Dist 10,565,Auditor General,446,136,53,3,176,46,2,7,0,0,4,2,0,0,0,0,0,0,0
Bridgeville Dist 1,792,Auditor General,612,180,82,6,248,43,7,15,1,0,3,0,0,1,1,0,0,0,0
Bridgeville Dist 2,875,Auditor General,688,231,95,5,259,51,4,11,2,0,7,0,0,3,0,0,0,0,0
Bridgeville Dist 3,850,Auditor General,685,171,104,3,309,50,5,14,2,0,1,3,0,3,0,0,0,0,0
Bridgeville Dist 4,1008,Auditor General,813,235,158,5,268,61,5,16,5,0,4,2,0,4,3,0,1,0,0
Carnegie Ward 1 Dist 1,548,Auditor General,415,145,66,9,130,18,4,14,3,0,6,1,0,1,0,0,1,1,0
Carnegie Ward 1 Dist 2,1218,Auditor General,932,344,138,14,287,65,7,23,3,1,8,1,0,1,1,0,2,0,0
Carnegie Ward 1 Dist 3,871,Auditor General,687,240,106,5,245,43,4,20,2,0,1,3,0,1,0,0,1,0,0
Carnegie Ward 1 Dist 4,373,Auditor General,245,85,55,5,55,21,1,7,2,0,2,3,0,3,1,0,0,0,0
Carnegie Ward 2 Dist 1,667,Auditor General,485,176,69,13,145,39,5,12,0,0,3,2,0,1,0,0,2,0,0
Carnegie Ward 2 Dist 2,514,Auditor General,402,152,83,7,111,24,1,9,3,0,4,0,0,0,1,0,1,0,0
Carnegie Ward 2 Dist 3,494,Auditor General,417,119,69,1,137,59,1,8,2,0,1,1,0,0,0,0,1,0,0
Carnegie Ward 2 Dist 4,836,Auditor General,563,199,101,8,147,43,3,13,3,0,5,1,0,2,1,0,2,1,0
Casl Shannon Dist 1,1069,Auditor General,779,265,173,9,197,64,3,13,4,1,8,2,1,3,1,0,0,0,0
Casl Shannon Dist 2,799,Auditor General,622,220,101,4,210,34,2,20,1,1,6,1,0,2,1,0,0,1,0
Casl Shannon Dist 3,872,Auditor General,702,217,131,4,245,53,5,13,3,0,8,1,0,2,1,0,1,1,0
Casl Shannon Dist 4,655,Auditor General,523,179,123,2,143,40,2,4,2,0,4,3,0,2,0,1,1,0,0
Casl Shannon Dist 5,842,Auditor General,654,226,127,4,195,40,3,15,1,0,5,2,1,1,0,0,1,0,0
Casl Shannon Dist 6,653,Auditor General,547,165,110,3,160,56,3,10,0,0,6,1,0,1,0,0,1,0,0
Casl Shannon Dist 7,744,Auditor General,624,184,117,6,211,63,4,7,1,1,5,0,0,2,0,0,0,0,0
Casl Shannon Dist 8,551,Auditor General,441,130,86,2,151,32,2,8,1,0,2,0,0,1,0,0,0,0,0
Chalfant Dist 1,606,Auditor General,461,170,82,5,125,30,2,8,2,0,1,0,0,3,1,0,1,0,0
Cheswick Dist 1,661,Auditor General,565,150,93,1,230,48,5,12,0,0,1,2,0,1,0,0,1,0,0
Cheswick Dist 2,652,Auditor General,575,149,112,2,235,45,2,7,1,1,3,0,0,1,0,0,0,0,0
Churchill Dist 1,717,Auditor General,611,256,170,1,113,45,1,4,0,0,1,0,0,1,0,0,0,0,0
Churchill Dist 2,701,Auditor General,588,227,174,1,114,40,1,9,1,0,3,0,0,0,0,0,0,0,0
Churchill Dist 3,650,Auditor General,571,232,133,4,113,55,0,8,2,0,4,0,0,1,3,0,1,0,0
Churchill Dist 4,701,Auditor General,590,195,158,1,156,51,2,5,2,0,2,0,0,0,0,0,1,0,0
Clairton Ward 1 Dist 1,361,Auditor General,213,106,31,6,45,8,0,7,1,0,5,0,0,0,0,0,0,0,0
Clairton Ward 1 Dist 2,429,Auditor General,282,119,33,3,78,26,1,5,0,0,4,0,0,0,0,0,0,0,0
Clairton Ward 1 Dist 3,338,Auditor General,237,78,22,3,97,9,2,9,2,0,3,1,0,1,0,0,1,1,0
Clairton Ward 2 Dist 1,94,Auditor General,55,46,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clairton Ward 2 Dist 2,281,Auditor General,165,102,38,6,6,3,1,1,0,0,1,0,0,0,1,0,1,0,0
Clairton Ward 2 Dist 3,421,Auditor General,238,135,49,2,20,13,1,3,1,0,1,0,0,0,0,0,0,0,0
Clairton Ward 3 Dist 1,448,Auditor General,304,122,62,5,79,15,1,2,2,0,2,0,0,0,1,0,0,0,0
Clairton Ward 3 Dist 2,318,Auditor General,202,81,51,3,39,8,0,3,1,0,4,1,0,1,0,0,0,0,0
Clairton Ward 3 Dist 3,350,Auditor General,192,73,32,5,46,18,2,2,0,1,3,1,0,0,1,0,0,0,1
Clairton Ward 4 Dist 1,347,Auditor General,211,137,34,0,13,5,0,5,0,0,3,0,0,2,0,0,0,0,0
Clairton Ward 4 Dist 2,377,Auditor General,219,129,25,7,23,16,1,1,0,0,1,0,0,1,0,0,1,0,0
Clairton Ward 4 Dist 3,421,Auditor General,297,106,44,2,91,23,1,6,0,0,6,0,0,3,0,1,0,0,0
Collier Dist 1,1662,Auditor General,1427,314,254,9,596,173,12,15,2,1,4,4,0,1,0,0,0,0,0
Collier Dist 2,1416,Auditor General,1213,284,160,4,530,139,7,27,5,0,10,0,0,4,1,0,0,0,0
Collier Dist 3,1309,Auditor General,1090,262,245,6,384,140,3,8,4,0,2,1,0,3,0,0,2,0,0
Collier Dist 4,762,Auditor General,633,191,126,3,211,52,0,12,2,0,4,1,0,1,0,0,0,0,0
Collier Dist 5,1005,Auditor General,827,152,112,5,338,176,6,9,3,0,3,1,0,0,1,0,0,0,0
Collier Dist 6,1154,Auditor General,911,234,184,3,333,71,5,18,3,1,7,1,0,2,1,1,0,0,0
Coraopolis Ward 1 Dist 1,456,Auditor General,332,151,54,1,80,16,2,3,3,1,2,1,0,3,2,0,0,0,0
Coraopolis Ward 1 Dist 2,481,Auditor General,367,129,65,6,128,14,1,4,1,0,6,0,0,2,1,0,0,0,0
Coraopolis Ward 2,813,Auditor General,555,180,133,4,146,39,4,13,1,0,9,3,0,1,0,0,1,0,0
Coraopolis Ward 3 Dist 1,593,Auditor General,454,150,100,2,139,30,2,8,2,1,6,0,0,0,1,0,0,0,0
Coraopolis Ward 3 Dist 2,557,Auditor General,448,135,88,9,151,25,0,10,1,1,2,1,0,4,1,1,0,0,0
Coraopolis Ward 4 Dist 1,457,Auditor General,343,111,60,3,117,18,1,8,0,1,4,0,0,2,0,0,1,0,0
Coraopolis Ward 4 Dist 2,523,Auditor General,408,117,68,5,141,33,0,12,2,1,9,1,0,1,0,0,2,1,0
Crafton Ward 1 Dist 1,905,Auditor General,713,262,141,2,146,51,2,72,9,1,5,2,0,0,1,0,1,0,0
Crafton Ward 1 Dist 2,598,Auditor General,468,147,86,6,117,32,1,48,2,1,3,0,0,3,0,0,1,1,1
Crafton Ward 2 Dist 1,608,Auditor General,486,168,92,1,142,25,0,30,5,0,2,0,0,0,0,0,0,0,0
Crafton Ward 2 Dist 2,786,Auditor General,578,202,130,4,135,43,0,30,4,1,3,2,0,1,1,0,1,1,0
Crafton Ward 3 Dist 1,1005,Auditor General,810,273,166,4,206,36,3,71,5,3,3,1,0,4,1,0,0,0,0
Crafton Ward 3 Dist 2,563,Auditor General,454,175,62,4,142,29,2,23,2,0,3,1,0,0,0,0,0,0,0
Crescent Ward 1,1078,Auditor General,886,250,110,5,366,94,4,20,5,0,1,4,0,0,0,0,3,0,0
Crescent Ward 2,698,Auditor General,563,130,87,1,267,36,1,15,3,0,5,0,0,1,1,0,0,0,0
Dormont Dist 1,729,Auditor General,561,220,139,0,132,32,0,8,2,0,4,1,0,1,1,0,0,0,0
Dormont Dist 2,546,Auditor General,476,197,104,0,131,15,1,10,0,0,1,1,0,1,0,0,1,0,0
Dormont Dist 3,927,Auditor General,726,325,154,4,164,25,3,15,3,0,4,0,0,2,1,0,0,0,0
Dormont Dist 4,662,Auditor General,513,219,120,3,102,34,0,8,3,0,6,1,0,0,0,0,3,1,0
Dormont Dist 5,1026,Auditor General,811,351,170,15,167,52,3,14,3,0,4,0,0,1,0,0,3,0,0
Dormont Dist 6,519,Auditor General,427,165,91,6,87,38,2,14,3,0,3,1,0,4,0,0,1,0,0
Dormont Dist 7,521,Auditor General,425,186,101,1,90,16,1,5,5,0,4,0,0,1,1,0,1,0,0
Dormont Dist 8,407,Auditor General,336,145,61,1,81,21,1,6,2,0,2,1,0,1,0,0,0,0,0
Dormont Dist 9,544,Auditor General,444,195,93,4,102,28,0,10,0,0,2,0,0,2,1,0,0,1,0
Dormont Dist 10,636,Auditor General,527,259,87,5,128,19,3,9,0,0,2,1,0,2,0,0,1,0,0
Dravosburg Dist 1,540,Auditor General,387,110,59,2,143,29,0,8,0,0,8,2,0,4,0,0,1,0,0
Dravosburg Dist 2,341,Auditor General,279,55,43,0,134,27,0,2,0,0,2,1,0,0,0,0,0,0,0
Dravosburg Dist 3,257,Auditor General,210,60,38,1,69,13,1,4,1,0,6,0,0,2,0,0,0,0,0
Duquesne Ward 1 Dist 1,449,Auditor General,320,143,52,6,69,16,3,4,2,1,5,2,0,1,1,0,1,0,0
Duquesne Ward 1 Dist 2,485,Auditor General,268,125,53,12,32,9,1,4,3,0,6,1,0,1,0,1,0,1,0
Duquesne Ward 1 Dist 3,296,Auditor General,142,98,20,4,7,5,1,1,0,0,2,1,0,0,0,0,0,0,0
Duquesne Ward 1 Dist 4,192,Auditor General,98,49,13,5,15,6,0,0,0,0,3,0,1,0,1,0,0,0,0
Duquesne Ward 2 Dist 1,328,Auditor General,166,96,41,4,17,5,0,0,0,0,0,0,0,0,1,0,0,0,0
Duquesne Ward 2 Dist 2,362,Auditor General,191,103,41,7,22,3,1,3,0,0,0,0,0,4,1,0,0,0,0
Duquesne Ward 2 Dist 3,426,Auditor General,256,117,44,7,51,11,0,5,3,0,3,1,0,0,0,0,2,0,0
Duquesne Ward 3 Dist 1,224,Auditor General,124,65,25,8,12,5,0,2,0,0,0,0,0,1,0,0,0,0,0
Duquesne Ward 3 Dist 2,146,Auditor General,77,46,14,3,5,3,0,0,1,0,1,0,1,1,0,0,0,0,0
Duquesne Ward 3 Dist 3,528,Auditor General,320,157,67,3,53,4,2,4,5,0,7,0,0,1,0,0,1,0,0
East Deer Ward 1,349,Auditor General,283,95,24,1,112,20,1,10,1,0,3,0,0,0,0,0,0,0,0
East Deer Ward 2,604,Auditor General,474,124,70,4,197,47,2,2,1,0,6,0,1,4,0,0,1,0,0
E McKeesport Dist 1,400,Auditor General,306,100,54,6,108,13,0,5,0,0,4,1,0,2,1,0,0,0,0
E McKeesport Dist 2,531,Auditor General,404,162,61,6,125,21,1,6,1,0,2,0,0,3,0,0,0,0,0
E McKeesport Dist 3,474,Auditor General,352,140,59,3,107,13,0,7,2,0,3,1,0,1,0,0,1,0,0
E Pittsburgh Ward 1,342,Auditor General,183,104,32,6,22,4,0,5,1,0,3,0,0,1,0,0,0,0,0
E Pittsburgh Ward 2,387,Auditor General,218,119,35,4,28,9,1,5,1,0,3,0,0,0,0,0,0,0,0
E Pittsburgh Ward 3,514,Auditor General,260,128,51,3,40,17,0,3,1,0,2,0,0,2,0,0,0,0,0
Edgewood Dist 1,1074,Auditor General,865,413,259,9,92,36,4,8,5,0,1,1,0,0,2,0,0,0,0
Edgewood Dist 2,938,Auditor General,787,379,241,3,85,39,3,9,2,0,0,1,0,1,0,0,1,0,0
Edgewood Dist 3,882,Auditor General,729,330,250,13,58,35,0,3,4,0,2,0,0,0,0,0,0,0,0
Edgeworth Dist 1,675,Auditor General,567,168,88,2,180,94,2,8,1,0,2,0,0,1,0,0,0,0,0
Edgeworth Dist 2,801,Auditor General,647,182,124,1,228,71,2,4,4,0,2,0,0,3,1,0,1,0,0
Elizabeth Br,894,Auditor General,686,178,69,4,329,44,4,18,6,0,3,1,1,2,1,0,1,0,0
Elizabeth Tp Ward 1 Dist 1,565,Auditor General,477,114,58,0,227,40,2,6,0,0,1,0,0,2,0,0,0,0,0
Elizabeth Tp Ward 1 Dist 2,969,Auditor General,825,170,98,2,423,81,5,15,4,0,4,1,0,0,0,1,1,0,0
Elizabeth Tp Ward 2,1353,Auditor General,1152,249,154,1,552,111,5,18,1,0,9,1,0,8,0,0,2,0,0
Elizabeth Tp Ward 3,1388,Auditor General,1199,216,161,3,588,134,2,15,4,0,16,1,0,4,0,0,1,0,0
Elizabeth Tp Ward 4 Dist 1,883,Auditor General,726,137,106,4,339,76,2,10,3,0,9,2,0,2,0,0,0,1,0
Elizabeth Tp Ward 4 Dist 2,435,Auditor General,385,70,51,1,194,44,2,3,1,0,1,1,0,2,0,0,1,0,0
Elizabeth Tp Ward 5 Dist 1,439,Auditor General,340,65,31,2,198,26,1,7,0,0,1,0,0,0,0,0,0,0,0
Elizabeth Tp Ward 5 Dist 2,790,Auditor General,627,144,88,5,290,50,2,16,3,1,6,0,0,4,0,0,0,0,0
Elizabeth Tp Ward 6 Dist 1,610,Auditor General,528,81,58,4,301,42,3,10,3,0,1,0,0,1,0,0,0,0,0
Elizabeth Tp Ward 6 Dist 2,751,Auditor General,620,95,71,1,355,64,2,7,2,0,4,0,1,1,0,1,0,0,0
Elizabeth Tp Ward 7,1231,Auditor General,1047,209,150,2,520,87,3,12,3,0,8,0,0,5,1,0,1,0,0
Emsworth Dist 1,795,Auditor General,634,207,102,2,225,48,2,13,3,0,6,0,0,4,0,0,0,1,0
Emsworth Dist 2,1006,Auditor General,778,244,133,4,263,65,3,27,4,0,9,3,0,2,1,0,0,1,0
Etna Ward 1,828,Auditor General,632,248,87,5,207,30,1,13,4,1,4,1,0,0,0,0,2,1,0
Etna Ward 2,688,Auditor General,488,158,96,7,151,35,3,7,2,0,2,3,0,1,1,0,1,0,0
Etna Ward 3,714,Auditor General,567,187,76,5,222,35,1,13,0,0,8,2,0,1,1,0,0,0,0
Fawn Dist 1,571,Auditor General,487,89,54,1,265,39,1,11,0,0,6,1,1,0,0,0,2,1,0
Fawn Dist 2,948,Auditor General,800,135,108,4,424,68,3,14,2,0,9,1,0,0,0,0,2,0,0
Findlay Dist 1,1800,Auditor General,1442,287,166,4,759,157,3,18,3,0,4,4,0,2,0,0,0,1,0
Findlay Dist 2,2053,Auditor General,1671,389,261,8,746,172,6,21,6,0,7,2,1,3,0,0,0,1,0
Findlay Dist 3,1293,Auditor General,1106,267,163,4,497,100,3,17,2,0,10,1,0,3,0,0,1,2,0
Forest Hills Dist 1,626,Auditor General,550,229,157,1,108,31,1,4,0,0,1,2,0,2,0,0,1,0,0
Forest Hills Dist 2,653,Auditor General,545,232,137,7,102,31,1,6,2,0,1,0,0,1,1,0,0,0,0
Forest Hills Dist 3,643,Auditor General,536,198,137,6,134,28,3,5,1,0,6,0,0,2,0,0,0,0,1
Forest Hills Dist 4,775,Auditor General,598,274,142,5,105,31,0,9,3,0,3,0,0,0,0,0,0,1,0
Forest Hills Dist 5,710,Auditor General,604,242,130,3,148,42,0,12,1,0,5,0,0,0,0,0,1,0,0
Forest Hills Dist 6,608,Auditor General,529,240,135,3,93,31,0,8,1,1,0,0,0,0,1,0,1,1,0
Forest Hills Dist 7,773,Auditor General,527,284,96,5,81,14,3,9,1,0,5,0,0,2,0,0,2,0,0
Forest Hills Dist 8,726,Auditor General,589,223,135,4,135,46,3,8,1,0,2,0,0,1,1,0,0,0,0
Forward Dist 1,374,Auditor General,315,38,20,0,187,34,0,6,2,0,7,0,0,1,0,0,0,0,0
Forward Dist 2,866,Auditor General,707,121,100,5,366,57,3,6,3,0,6,0,0,2,0,0,0,0,0
Forward Dist 3,395,Auditor General,324,59,37,1,168,25,1,1,1,0,2,0,0,1,0,0,0,0,0
Forward Dist 4,466,Auditor General,393,76,47,0,204,21,0,6,1,0,10,0,0,1,0,0,1,0,0
Fox Chapel Dist 1,852,Auditor General,717,218,162,5,193,102,3,8,1,1,1,0,0,1,1,0,0,0,0
Fox Chapel Dist 2,1020,Auditor General,837,245,189,4,247,107,0,6,5,0,1,0,0,0,1,0,0,1,0
Fox Chapel Dist 3,752,Auditor General,632,190,135,4,185,85,1,2,5,0,1,1,0,0,0,0,0,0,0
Fox Chapel Dist 4,1210,Auditor General,1000,329,233,7,270,110,1,7,5,1,0,0,0,1,0,0,0,0,0
Fox Chapel Dist 5,963,Auditor General,770,165,138,5,260,150,3,7,4,0,0,0,0,0,0,0,0,0,0
Franklin Pk Ward 1 Dist 1,1228,Auditor General,1042,219,172,2,433,152,3,9,9,0,6,5,0,2,0,0,0,0,0
Franklin Pk Ward 1 Dist 2,1519,Auditor General,1253,258,301,8,421,198,9,11,2,1,1,3,0,1,1,0,2,2,0
Franklin Pk Ward 1 Dist 3,1292,Auditor General,1081,269,239,0,350,164,3,13,8,0,3,2,0,1,0,0,1,0,0
Franklin Pk Ward 2 Dist 1,1310,Auditor General,1144,275,241,7,396,163,3,13,4,0,8,0,0,1,0,0,1,0,0
Franklin Pk Ward 2 Dist 2,1298,Auditor General,1092,188,298,4,353,205,4,9,1,0,2,1,0,0,0,0,0,0,0
