precinct_id,registered_voters,contest_name,total_votes_cast,Eugene DePasquale - Election Day,Eugene DePasquale - Absentee,Eugene DePasquale - Provisional,Dave Sunday - Election Day,Dave Sunday - Absentee,Dave Sunday - Provisional,Robert Cowburn - Election Day,Robert Cowburn - Absentee,Robert Cowburn - Provisional,Richard L. Weiss - Election Day,Richard L. Weiss - Absentee,Richard L. Weiss - Provisional,Justin L. Magill - Election Day,Justin L. Magill - Absentee,Justin L. Magill - Provisional,Eric L. Settle - Election Day,Eric L. Settle - Absentee,Eric L. Settle - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Pittsburgh Ward 9 Dist 6,565,Attorney General,435,211,109,5,61,13,4,2,3,0,6,3,0,0,0,0,1,0,0,1,1,0
Pittsburgh Ward 9 Dist 7,417,Attorney General,315,132,111,3,32,9,0,2,1,0,3,3,0,1,1,0,2,0,1,0,0,0
Pittsburgh Ward 9 Dist 8,735,Attorney General,535,253,121,3,91,19,0,8,3,0,12,4,0,0,0,0,3,1,0,1,0,0
Pittsburgh Ward 9 Dist 9,602,Attorney General,401,185,108,12,49,18,1,2,0,0,7,2,0,0,0,0,1,0,0,3,0,0
Pittsburgh Ward 10 Dist 1,643,Attorney General,475,239,126,7,55,25,1,5,1,0,3,4,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 10 Dist 2,693,Attorney General,506,281,114,7,63,15,1,6,0,0,8,0,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 3,697,Attorney General,494,283,96,5,65,14,2,8,1,0,5,1,0,4,0,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 4,537,Attorney General,461,241,110,8,66,13,0,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 10 Dist 5,490,Attorney General,384,210,84,4,61,5,0,5,0,0,4,4,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 6,493,Attorney General,385,174,91,4,84,11,0,5,2,0,5,1,0,1,0,0,0,0,0,2,0,0
Pittsburgh Ward 10 Dist 7,608,Attorney General,494,230,122,5,85,19,0,5,0,0,10,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 10 Dist 8,593,Attorney General,487,237,130,0,74,20,0,3,1,0,8,1,0,2,0,0,1,0,0,0,0,0
Pittsburgh Ward 10 Dist 9,538,Attorney General,450,231,98,4,73,21,1,4,0,0,9,1,1,1,0,0,0,0,0,1,0,0
Pittsburgh Ward 10 Dist 10,609,Attorney General,521,256,142,5,81,16,0,3,1,1,4,1,0,3,0,0,2,0,0,0,0,0
Pittsburgh Ward 10 Dist 11,597,Attorney General,475,243,120,4,75,7,0,5,1,0,6,4,0,1,0,0,0,1,0,0,0,0
Pittsburgh Ward 10 Dist 12,487,Attorney General,375,210,117,6,12,13,2,3,0,0,2,2,1,0,0,0,2,0,0,1,0,0
Pittsburgh Ward 10 Dist 13,531,Attorney General,415,234,101,9,33,17,2,1,2,0,2,1,0,1,1,0,2,0,0,0,0,0
Pittsburgh Ward 10 Dist 14,556,Attorney General,448,252,124,6,34,8,0,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0
Pittsburgh Ward 10 Dist 15,355,Attorney General,200,97,74,3,7,5,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 10 Dist 16,316,Attorney General,195,136,33,5,8,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 10 Dist 17,486,Attorney General,326,184,79,4,23,13,0,5,2,0,5,1,0,1,1,0,0,1,0,0,0,0
Pittsburgh Ward 10 Dist 18,528,Attorney General,351,177,101,9,17,10,1,0,1,0,11,7,0,2,0,0,0,0,1,0,0,0
Pittsburgh Ward 10 Dist 19,441,Attorney General,302,179,79,6,16,1,1,5,0,0,1,0,0,2,0,0,1,1,0,0,0,0
Pittsburgh Ward 11 Dist 1,624,Attorney General,466,244,143,7,41,12,1,2,1,0,3,1,0,1,0,0,3,2,0,0,0,0
Pittsburgh Ward 11 Dist 2,524,Attorney General,338,189,102,5,16,4,0,2,1,0,8,3,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 11 Dist 3,418,Attorney General,281,123,109,13,12,1,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0
Pittsburgh Ward 11 Dist 4,536,Attorney General,344,184,100,6,11,4,0,2,2,1,15,2,0,2,0,0,0,3,0,1,0,0
Pittsburgh Ward 11 Dist 5,557,Attorney General,364,218,87,4,17,6,0,5,0,0,6,3,0,1,0,0,0,1,0,2,0,0
Pittsburgh Ward 11 Dist 6,834,Attorney General,593,310,169,4,47,17,1,5,3,0,7,8,0,0,0,0,2,5,0,0,0,1
Pittsburgh Ward 11 Dist 7,679,Attorney General,530,246,177,3,47,25,1,4,2,0,10,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 8,566,Attorney General,413,206,130,1,35,14,0,1,0,0,8,3,0,0,0,0,1,0,0,1,0,0
Pittsburgh Ward 11 Dist 9,644,Attorney General,516,270,162,4,24,22,0,3,2,0,4,6,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 10,595,Attorney General,506,248,174,2,48,16,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 11 Dist 11,642,Attorney General,472,250,144,3,29,12,0,4,0,0,7,4,0,0,0,0,4,1,0,0,0,0
Pittsburgh Ward 11 Dist 12,681,Attorney General,537,270,175,3,44,16,0,6,0,0,2,3,0,2,0,0,2,2,0,0,0,0
Pittsburgh Ward 11 Dist 13,682,Attorney General,537,290,144,2,41,18,1,2,2,0,8,4,0,0,0,1,0,0,0,1,0,0
Pittsburgh Ward 11 Dist 14,605,Attorney General,397,236,107,8,19,5,1,1,1,0,2,2,0,1,0,0,0,0,0,1,0,0
Pittsburgh Ward 11 Dist 15,409,Attorney General,213,123,57,6,9,1,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 16,606,Attorney General,380,183,125,3,37,8,0,1,3,0,4,1,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 11 Dist 17,688,Attorney General,464,262,147,10,16,4,0,6,2,0,5,3,0,1,1,0,1,0,0,0,0,0
Pittsburgh Ward 11 Dist 18,643,Attorney General,387,212,108,15,16,10,1,4,0,0,3,2,0,1,2,0,1,1,0,0,0,0
Pittsburgh Ward 12 Dist 1,245,Attorney General,120,51,40,1,9,6,1,1,2,0,2,3,0,0,0,1,1,0,0,0,0,0
Pittsburgh Ward 12 Dist 2,303,Attorney General,153,104,26,1,9,1,1,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 3,184,Attorney General,92,44,27,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 4,318,Attorney General,175,110,44,2,3,3,1,2,0,0,2,0,0,0,0,0,1,1,1,1,0,0
Pittsburgh Ward 12 Dist 5,169,Attorney General,92,58,10,7,4,3,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1
Pittsburgh Ward 12 Dist 6,195,Attorney General,99,52,33,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 12 Dist 7,300,Attorney General,153,94,42,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 12 Dist 8,190,Attorney General,107,76,19,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 12 Dist 9,286,Attorney General,138,66,52,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 10,400,Attorney General,246,158,61,11,9,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 11,426,Attorney General,239,134,64,10,3,4,2,0,3,0,6,1,0,3,2,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 12,716,Attorney General,382,187,107,16,13,18,1,1,0,0,7,2,0,3,3,0,3,0,0,1,0,0
Pittsburgh Ward 12 Dist 13,358,Attorney General,223,135,65,4,9,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 14,267,Attorney General,159,94,38,4,6,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0
Pittsburgh Ward 12 Dist 15,520,Attorney General,326,207,90,3,6,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 16,279,Attorney General,167,89,59,2,3,0,1,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0
Pittsburgh Ward 13 Dist 1,372,Attorney General,223,136,58,6,4,3,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 2,338,Attorney General,180,113,36,1,11,0,0,3,0,1,3,1,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 3,272,Attorney General,152,100,41,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 4,277,Attorney General,142,67,48,5,4,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 5,297,Attorney General,161,84,53,4,9,1,1,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1
Pittsburgh Ward 13 Dist 6,304,Attorney General,164,120,27,4,4,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 7,333,Attorney General,161,93,40,5,6,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 13 Dist 8,294,Attorney General,151,76,56,1,3,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0
Pittsburgh Ward 13 Dist 9,267,Attorney General,150,97,34,2,5,2,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 13 Dist 10,190,Attorney General,104,63,20,2,6,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 11,380,Attorney General,156,101,30,2,4,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 12,363,Attorney General,200,135,46,2,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 13,284,Attorney General,153,91,38,8,10,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 14,227,Attorney General,112,67,30,1,6,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 15,257,Attorney General,138,102,18,1,4,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 16,272,Attorney General,159,110,34,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1
Pittsburgh Ward 13 Dist 17,816,Attorney General,372,234,92,6,15,4,0,3,0,1,6,0,0,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 18,277,Attorney General,108,80,9,3,4,0,0,3,0,0,4,0,0,0,1,0,2,0,0,0,0,0
Pittsburgh Ward 13 Dist 19,477,Attorney General,336,185,120,7,4,1,1,0,2,0,1,1,0,0,0,0,2,0,0,2,0,0
Pittsburgh Ward 14 Dist 1,968,Attorney General,518,250,146,9,47,18,1,5,1,1,7,7,1,0,1,0,1,0,0,1,0,0
Pittsburgh Ward 14 Dist 2,1598,Attorney General,883,507,139,13,95,24,3,5,4,0,13,0,0,0,0,0,4,1,1,3,0,1
Pittsburgh Ward 14 Dist 3,1057,Attorney General,703,351,226,6,69,18,1,2,2,0,2,3,0,2,0,0,1,1,0,0,0,0
Pittsburgh Ward 14 Dist 4,819,Attorney General,589,243,239,3,40,27,5,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 5,855,Attorney General,641,276,224,5,58,37,1,4,0,0,2,0,0,1,2,0,2,1,0,0,0,0
Pittsburgh Ward 14 Dist 6,614,Attorney General,461,251,100,9,54,24,1,1,0,0,4,0,0,0,0,0,0,2,0,1,0,0
Pittsburgh Ward 14 Dist 7,3338,Attorney General,1159,697,124,48,117,19,8,8,0,0,19,4,2,2,0,0,5,0,0,1,0,0
Pittsburgh Ward 14 Dist 8,955,Attorney General,598,290,159,9,71,27,2,2,0,0,5,0,0,0,0,0,3,0,0,0,0,0
Pittsburgh Ward 14 Dist 9,762,Attorney General,644,253,250,7,70,28,0,2,1,0,5,2,0,1,0,0,0,0,0,0,2,0
Pittsburgh Ward 14 Dist 10,738,Attorney General,607,273,224,3,54,24,2,1,1,0,2,3,0,1,0,0,0,2,0,0,0,0
Pittsburgh Ward 14 Dist 11,813,Attorney General,649,318,186,5,58,25,0,3,2,0,5,5,0,0,3,0,1,1,0,0,2,0
Pittsburgh Ward 14 Dist 12,841,Attorney General,521,299,148,6,33,8,1,2,1,0,6,2,0,0,1,0,0,1,0,0,0,0
Pittsburgh Ward 14 Dist 13,737,Attorney General,547,302,174,3,18,10,0,3,1,1,8,2,0,2,0,0,2,2,0,0,0,0
Pittsburgh Ward 14 Dist 14,856,Attorney General,634,258,241,5,57,27,0,4,2,0,9,7,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 15,742,Attorney General,572,288,191,5,33,23,0,3,1,1,8,7,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 16,484,Attorney General,399,189,123,2,38,27,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 17,481,Attorney General,413,215,125,3,36,12,1,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 18,742,Attorney General,612,312,215,3,47,15,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 19,619,Attorney General,518,275,168,3,36,6,0,3,1,0,2,5,0,0,2,0,1,1,0,0,0,0
Pittsburgh Ward 14 Dist 20,626,Attorney General,454,192,158,6,44,25,2,2,3,0,5,2,0,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 14 Dist 21,608,Attorney General,494,231,156,4,41,15,1,0,1,0,5,1,2,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 22,747,Attorney General,589,304,177,6,31,20,0,2,0,0,3,3,0,0,0,0,1,1,0,0,0,0
Pittsburgh Ward 14 Dist 23,740,Attorney General,564,211,224,3,50,24,3,2,0,0,1,1,0,0,0,0,4,0,0,0,0,0
Pittsburgh Ward 14 Dist 24,547,Attorney General,423,170,162,2,38,17,2,2,0,0,5,4,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 25,967,Attorney General,774,280,288,9,99,50,1,5,2,0,3,4,0,1,1,0,1,1,0,2,0,0
Pittsburgh Ward 14 Dist 26,611,Attorney General,476,190,167,1,49,31,2,5,1,0,4,1,0,0,1,0,0,0,0,0,1,0
Pittsburgh Ward 14 Dist 27,543,Attorney General,471,251,113,2,63,21,1,0,0,0,6,3,0,2,0,0,1,0,0,0,1,0
Pittsburgh Ward 14 Dist 28,574,Attorney General,475,217,99,4,100,29,3,2,0,0,1,5,0,0,0,0,1,0,0,1,0,0
Pittsburgh Ward 14 Dist 29,809,Attorney General,607,264,190,3,70,35,2,4,1,0,4,3,0,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 30,660,Attorney General,538,244,176,3,57,21,2,3,2,0,7,5,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 14 Dist 31,1224,Attorney General,991,390,347,4,118,78,2,3,1,0,8,8,0,3,2,0,0,2,0,0,1,0
Pittsburgh Ward 14 Dist 32,815,Attorney General,544,249,166,8,54,17,1,10,0,0,8,3,0,2,0,1,0,4,0,0,0,0
Pittsburgh Ward 14 Dist 33,893,Attorney General,612,211,174,5,87,58,7,1,4,1,8,4,0,2,0,0,0,1,0,0,1,0
Pittsburgh Ward 14 Dist 34,949,Attorney General,617,222,154,5,70,79,5,9,0,0,7,2,0,1,0,0,2,2,0,2,0,1
Pittsburgh Ward 14 Dist 35,662,Attorney General,471,164,180,7,45,24,1,2,2,0,1,4,0,0,0,0,2,1,0,0,0,0
Pittsburgh Ward 14 Dist 36,817,Attorney General,551,209,228,6,39,22,1,5,5,0,6,4,2,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 37,689,Attorney General,471,152,170,6,59,40,5,1,0,0,1,2,0,1,1,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 38,621,Attorney General,430,176,166,4,29,24,1,5,0,0,3,3,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 39,662,Attorney General,469,191,158,4,34,30,8,3,2,0,4,1,0,0,1,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 40,658,Attorney General,413,193,120,5,41,23,3,3,0,0,2,3,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 14 Dist 41,74,Attorney General,57,28,15,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 1,603,Attorney General,434,142,161,6,48,38,5,2,2,0,5,5,2,1,1,0,1,0,0,0,1,0
Pittsburgh Ward 15 Dist 2,733,Attorney General,520,244,135,6,67,18,4,9,0,0,8,4,0,2,1,0,0,0,0,1,0,0
Pittsburgh Ward 15 Dist 3,640,Attorney General,478,215,132,4,56,26,2,2,5,0,3,3,1,3,3,0,1,1,0,0,0,0
Pittsburgh Ward 15 Dist 4,643,Attorney General,475,218,140,4,53,23,4,2,3,0,4,3,0,2,0,0,2,1,0,1,0,0
Pittsburgh Ward 15 Dist 5,533,Attorney General,397,182,90,3,61,25,3,4,0,0,3,4,2,0,0,0,1,0,1,1,0,0
Pittsburgh Ward 15 Dist 6,530,Attorney General,433,213,96,6,65,21,2,2,3,1,12,4,0,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 15 Dist 7,681,Attorney General,530,245,122,1,98,30,0,7,1,0,4,2,0,2,0,0,3,0,0,0,1,0
Pittsburgh Ward 15 Dist 8,617,Attorney General,489,213,119,3,80,30,3,7,4,0,8,4,0,0,0,0,1,0,0,2,1,0
Pittsburgh Ward 15 Dist 9,165,Attorney General,120,67,22,0,15,6,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 15 Dist 10,606,Attorney General,480,206,137,2,82,18,2,2,0,0,7,4,0,4,0,0,2,0,0,0,0,0
Pittsburgh Ward 15 Dist 11,532,Attorney General,430,170,98,3,102,28,3,5,0,0,4,1,0,2,0,1,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 12,468,Attorney General,371,141,120,2,53,32,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 13,464,Attorney General,258,137,61,6,25,8,1,1,0,1,2,3,0,0,0,0,0,0,0,3,0,0
Pittsburgh Ward 15 Dist 14,286,Attorney General,151,71,38,4,14,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 15 Dist 15,329,Attorney General,181,88,23,3,38,10,5,2,1,0,3,1,0,2,1,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 16,493,Attorney General,308,157,73,4,35,12,1,4,0,0,3,2,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 15 Dist 17,21,Attorney General,13,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 18,546,Attorney General,311,151,71,10,34,10,1,1,4,0,7,1,2,0,0,0,0,1,0,0,0,1
Pittsburgh Ward 15 Dist 19,475,Attorney General,243,111,61,9,5,13,1,0,2,0,3,4,0,0,1,0,2,3,0,0,0,0
Pittsburgh Ward 16 Dist 1,1049,Attorney General,634,285,195,8,66,28,5,11,4,1,5,2,1,1,1,0,1,0,0,0,0,0
Pittsburgh Ward 16 Dist 2,1342,Attorney General,879,404,227,21,97,49,8,11,2,0,7,12,0,2,1,0,2,1,0,0,0,0
Pittsburgh Ward 16 Dist 3,1161,Attorney General,781,332,170,6,138,60,5,9,1,1,16,6,1,3,0,0,2,2,0,0,0,0
Pittsburgh Ward 16 Dist 4,435,Attorney General,283,137,58,5,50,12,1,4,1,0,3,0,1,0,0,0,0,1,0,2,0,0
Pittsburgh Ward 16 Dist 5,678,Attorney General,462,187,125,9,82,25,1,4,1,0,6,5,2,2,0,1,0,1,0,0,0,0
Pittsburgh Ward 16 Dist 6,504,Attorney General,348,159,65,10,68,18,2,5,0,1,3,3,0,2,2,1,0,0,0,2,0,0
Pittsburgh Ward 16 Dist 7,452,Attorney General,266,123,64,5,44,9,1,5,1,0,1,0,0,3,0,0,0,1,0,0,0,0
Pittsburgh Ward 16 Dist 8,187,Attorney General,63,39,5,7,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 9,470,Attorney General,294,151,58,1,45,14,1,4,1,0,6,1,0,4,0,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 10,354,Attorney General,243,95,50,1,67,15,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 16 Dist 11,405,Attorney General,254,125,54,4,39,9,1,5,0,0,3,1,0,0,1,0,0,0,0,2,0,0
Pittsburgh Ward 17 Dist 1,446,Attorney General,247,90,51,8,53,16,6,2,1,0,0,2,1,0,1,0,0,1,0,0,0,0
Pittsburgh Ward 17 Dist 2,881,Attorney General,551,278,122,18,67,19,1,8,0,0,9,0,0,0,2,0,6,0,0,1,0,0
Pittsburgh Ward 17 Dist 3,654,Attorney General,439,200,101,7,64,21,5,4,3,1,8,3,0,1,0,0,1,1,0,1,0,0
Pittsburgh Ward 17 Dist 4,851,Attorney General,570,240,158,4,98,42,2,4,2,0,3,1,0,2,0,0,0,1,0,1,0,0
Pittsburgh Ward 17 Dist 5,656,Attorney General,422,207,103,4,62,13,1,5,1,0,2,0,1,1,0,0,2,0,0,1,0,0
Pittsburgh Ward 17 Dist 6,467,Attorney General,265,110,52,5,60,14,1,6,1,1,3,0,0,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 17 Dist 7,397,Attorney General,263,111,60,7,45,13,1,5,1,0,3,4,0,2,0,0,3,1,0,0,0,0
Pittsburgh Ward 17 Dist 8,471,Attorney General,319,144,83,10,48,12,2,0,1,0,5,2,1,1,0,1,0,1,0,0,0,0
Pittsburgh Ward 18 Dist 1,546,Attorney General,445,164,91,4,132,25,1,7,2,0,2,3,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 2,364,Attorney General,205,128,53,6,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Pittsburgh Ward 18 Dist 3,342,Attorney General,204,130,50,2,6,0,1,2,0,0,3,1,0,0,0,0,2,0,1,2,0,0
Pittsburgh Ward 18 Dist 4,430,Attorney General,258,151,53,10,22,3,3,3,0,1,2,2,0,1,0,0,1,0,0,2,0,0
Pittsburgh Ward 18 Dist 5,936,Attorney General,678,258,178,10,131,52,2,7,4,0,5,4,1,2,0,0,2,1,0,0,0,0
Pittsburgh Ward 18 Dist 6,371,Attorney General,217,129,38,6,24,5,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 7,446,Attorney General,302,134,63,4,63,9,0,4,1,0,4,2,0,6,1,0,0,1,0,1,0,0
Pittsburgh Ward 18 Dist 8,289,Attorney General,144,84,28,3,10,4,1,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 9,704,Attorney General,423,194,89,8,72,16,1,7,2,0,5,1,0,2,0,0,3,0,0,1,0,0
Pittsburgh Ward 18 Dist 10,66,Attorney General,42,9,16,0,10,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 18 Dist 11,533,Attorney General,290,130,64,8,46,11,1,9,0,1,4,3,1,0,1,0,0,1,0,1,1,0
Pittsburgh Ward 19 Dist 1,541,Attorney General,445,125,126,3,128,31,5,5,1,0,6,0,0,3,2,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 2,730,Attorney General,553,187,131,6,135,48,4,13,3,0,5,3,0,2,0,0,0,1,0,1,0,0
Pittsburgh Ward 19 Dist 3,515,Attorney General,402,158,83,4,90,37,2,7,1,1,3,0,1,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 19 Dist 4,405,Attorney General,331,112,98,1,76,25,0,4,1,0,3,2,0,4,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 5,416,Attorney General,320,124,55,3,100,18,1,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 6,517,Attorney General,360,140,83,6,76,24,2,6,1,0,5,1,0,1,0,0,1,1,0,0,0,0
Pittsburgh Ward 19 Dist 7,193,Attorney General,138,61,24,2,32,6,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 19 Dist 8,610,Attorney General,421,202,86,4,89,12,0,11,0,0,2,1,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 9,532,Attorney General,351,150,74,5,78,11,2,11,0,1,4,0,0,2,0,0,2,0,0,1,0,0
Pittsburgh Ward 19 Dist 10,685,Attorney General,464,184,102,11,99,34,6,6,0,1,4,1,0,3,0,0,2,0,0,1,0,0
Pittsburgh Ward 19 Dist 11,449,Attorney General,311,117,69,2,80,15,2,8,2,0,3,0,1,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 19 Dist 12,415,Attorney General,343,109,87,1,97,26,0,4,0,0,1,1,1,4,0,0,1,1,0,0,0,0
Pittsburgh Ward 19 Dist 13,459,Attorney General,304,142,44,4,78,12,2,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 14,557,Attorney General,378,145,113,4,68,23,3,6,1,0,4,1,0,1,0,0,1,3,0,0,0,0
Pittsburgh Ward 19 Dist 15,613,Attorney General,438,189,109,1,93,16,2,6,1,0,2,2,0,1,0,0,4,1,0,0,0,0
Pittsburgh Ward 19 Dist 16,570,Attorney General,414,196,106,6,59,13,1,3,3,0,5,2,0,3,0,0,0,0,0,2,0,0
Pittsburgh Ward 19 Dist 17,542,Attorney General,417,201,98,3,73,13,1,2,2,1,6,0,1,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 19 Dist 18,452,Attorney General,336,182,57,4,44,13,1,8,1,0,9,3,0,1,0,0,3,3,0,0,0,0
Pittsburgh Ward 19 Dist 19,502,Attorney General,366,155,81,5,83,11,1,2,0,0,6,5,0,2,1,0,2,1,0,0,0,0
Pittsburgh Ward 19 Dist 20,523,Attorney General,394,139,85,4,107,30,1,6,0,0,4,2,0,3,0,1,0,1,0,0,0,0
Pittsburgh Ward 19 Dist 21,642,Attorney General,480,198,113,7,95,27,0,6,4,0,8,1,0,4,0,0,2,1,0,0,0,0
Pittsburgh Ward 19 Dist 22,556,Attorney General,425,173,102,9,83,27,2,8,1,1,4,2,0,1,0,0,3,0,0,0,0,0
Pittsburgh Ward 19 Dist 23,613,Attorney General,452,168,107,3,119,24,0,6,2,0,3,1,0,3,0,0,0,0,0,1,0,0
Pittsburgh Ward 19 Dist 24,504,Attorney General,388,172,79,0,104,14,0,6,1,0,2,0,0,2,0,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 25,536,Attorney General,415,186,101,3,81,25,2,3,1,0,3,2,0,0,0,0,0,0,1,0,0,0
Pittsburgh Ward 19 Dist 26,460,Attorney General,357,160,84,2,57,15,3,8,1,0,6,1,0,3,0,0,0,1,0,1,0,0
